College,URL,State,Type,Highest degree offered,Carnegie classification,Course,Department,Sub-topic,Notes,
University of Arkansas at Pine Bluff,http://uapb.edu,AR,4-year public,PhD,Baccalaureate Colleges: Diverse Fields,Statistics for Decision Making,Economics,Decision science,,
University of Arkansas at Pine Bluff,http://uapb.edu,AR,4-year public,PhD,Baccalaureate Colleges: Diverse Fields,Business Statistics,Economics,Basics of statistics,,
University of Arkansas at Pine Bluff,http://uapb.edu,AR,4-year public,PhD,Baccalaureate Colleges: Diverse Fields,Calculus I,Mathematics,Basics of statistics,,
University of Arkansas at Pine Bluff,http://uapb.edu,AR,4-year public,PhD,Baccalaureate Colleges: Diverse Fields,Introduction to Statistics,Mathematics,Basics of statistics,,
University of Arkansas at Pine Bluff,http://uapb.edu,AR,4-year public,PhD,Baccalaureate Colleges: Diverse Fields,Linear Algebra,Mathematics,Statistical models,,
University of Arkansas at Pine Bluff,http://uapb.edu,AR,4-year public,PhD,Baccalaureate Colleges: Diverse Fields,Probability and Statistics I,Mathematics,Basics of statistics,,
University of Arkansas at Pine Bluff,http://uapb.edu,AR,4-year public,PhD,Baccalaureate Colleges: Diverse Fields,Probability and Statistics II ,Mathematics,Basics of statistics,,
University of Arkansas at Pine Bluff,http://uapb.edu,AR,4-year public,PhD,Baccalaureate Colleges: Diverse Fields,Mathematical Modeling and Simulations,Mathematics,Statistical models,,
University of Arkansas at Pine Bluff,http://uapb.edu,AR,4-year public,PhD,Baccalaureate Colleges: Diverse Fields,Differential Equations I,Mathematics,Statistical models,,
University of Arkansas at Pine Bluff,http://uapb.edu,AR,4-year public,PhD,Baccalaureate Colleges: Diverse Fields,Differential Equations II,Mathematics,Statistical models,,
University of Arkansas at Pine Bluff,http://uapb.edu,AR,4-year public,PhD,Baccalaureate Colleges: Diverse Fields,Statistical Technieques in Social Science,Sociology,Basics of statistics,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,General Biology: Diversity and Environment,Biology,Basics of ecology,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,"Biological Concepts II: Evolution, Diversity, Structure, Function and Environment",Biology,Basics of ecology,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,General Biology: Diversity and Environment,Biology,Basics of ecology,with lab,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,Environmental Biology,Biology,Basics of ecology,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,Business Statistics,Business,basics of statistics,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,Programming Fundamentals I,Computer Science,Introduction to coding,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,Programming Fundamentals II,Computer Science,Introduction to coding,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,Programming Fundamentals III,Computer Science,Introduction to coding,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,Introduction to Geographic Information Systems (GIS),Geographic Information Science and Cartography,Data sources,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,Introduction to Raster-Based Geographic Information Systems (GIS),Geographic Information Science and Cartography,Data sources,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,Data Acquisition and Analysis in Geographic Information Systems (GIS),Geographic Information Science and Cartography,Data sources,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,Introduction to SQL,Information Technology/Software Engineering,Introduction to coding,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,Introduction to Scripting Languages,Information Technology/Software Engineering,Introduction to coding,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,Computer Programming  ,Information Technology/Software Engineering,Introduction to coding,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,Calculus I,Mathematics,Basics of statistics,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,Linear Algebra,Mathematics,Statistical models,,
Del Mar College,http://delmar.edu,TX,2-year vocational/technical school,Associates degree,Associate's Colleges: High Career & Technical-High Traditional,Differential Equations,Mathematics,Statistical models,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Environmental Science  ,Biology,Basics of ecology,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Winter Ecology,Biology,Basics of ecology,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Stream Ecology,Biology,Basics of ecology,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Ecology and Natural History of Isle Royale National Park,Biology,Basics of ecology,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Ecology and Natural Hisotry of the Appalachia Region,Biology,Basics of ecology,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Stream Ecology: Aquatic Macroinvertebrate Research,Biology,Basics of ecology,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Visual Basic Programming I,Computer Science and Information Technology,Introduction to coding,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Introduction to Programming,Computer Science and Information Technology,Introduction to coding,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,C++ Programming,Computer Science and Information Technology,Introduction to coding,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Principles of Computer Programming I,Computer Science and Information Technology,Introduction to coding,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Introduction to Structured Query Language,Computer Science and Information Technology,Introduction to coding,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Principles of Computer Programming II,Computer Science and Information Technology,Introduction to coding,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Technical Communication,English,Science Communication,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Special Projects in Environmental Science Courses,Environmental Science,Basics of ecology,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Geographic Information Systems  ,Geographic Information Systems,Data sources,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Geographic Informations Systems II,Geographic Information Systems,Data sources,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Introduction to Meteorology,Geography,Data Sources,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Analytic Geometry and Calculus I,Mathematics,Basics of Statistics,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Elementary Statistics,Mathematics,Basics of Statistics,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Statistics for Decision Making,Mathematics,Decision science,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Introduction to Linear Algebra,Mathematics,Statistical models,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Introduction to Ordinary Differential Equations,Mathematics,Statistical models,,
Delta College,http://delta.edu,MI,community college,Associates degree,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,An introduction to SPSS,Sociology,Introduction to coding,,
University of Wisconsin Stevens Point,http://uwsp.edu,WI,4-year public ,Master's,M3,Python for Bioinformatics,Applied Biotechnology,Introduction to coding,,
University of Wisconsin Stevens Point,http://uwsp.edu,WI,4-year public ,Master's,M3,Tools for Data analysis,Applied Biotechnology,Working with data,,
University of Wisconsin Stevens Point,http://uwsp.edu,WI,4-year public ,Master's,M3,Bioinformatic Inquiry,Applied Biotechnology,Introduction to coding,"r,python, machine learning",
University of Wisconsin Stevens Point,http://uwsp.edu,WI,4-year public ,Master's,M3,Applications for bioinformatics,Applied Biotechnology,Working with data,"visualization, structural modeling, data acquisition/wrangling",
University of Wisconsin Stevens Point,http://uwsp.edu,WI,4-year public ,Master's,M3,Applied Data structures and algorithms,Applied Computing,Working with data,,
University of Wisconsin Stevens Point,http://uwsp.edu,WI,4-year public ,Master's,M3,Biological Principles and the Human Environment,Biology,Basics of ecology,,
University of Wisconsin Stevens Point,http://uwsp.edu,WI,4-year public ,Master's,M3,Survey of Ecology and Evolution,Biology,Basics of ecology,,
University of Wisconsin Stevens Point,http://uwsp.edu,WI,4-year public ,Master's,M3,General Ecology,Biology,Basics of ecology,"there is a grad level course as well, but it was not counted",
University of Wisconsin Stevens Point,http://uwsp.edu,WI,4-year public ,Master's,M3,Ecological methods,Biology,Basics of ecology,,
University of Wisconsin Stevens Point,http://uwsp.edu,WI,4-year public ,Master's,M3,Field Biology,Biology,Basics of ecology,,
